event_id,event_date,tw_event_trade_date,decision_type,rate_change_bp,policy_tone,index_name,window,return_rate,benchmark_return,excess_return,event_source,price_source,benchmark_source
E20220615,2022-06-15,2022-06-16,hike,75,tightening,Electronics,1,-0.009171440623766847,-0.010040470647061595,0.0008690300232947479,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220615a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220616&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
E20220615,2022-06-15,2022-06-16,hike,75,tightening,Electronics,3,-0.03771993087400838,-0.039481225682453824,0.001761294808445446,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220615a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220616&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
E20220615,2022-06-15,2022-06-16,hike,75,tightening,Electronics,5,-0.043911333668984476,-0.04072065878088038,-0.0031906748881040947,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220615a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220616&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
E20220615,2022-06-15,2022-06-16,hike,75,tightening,Electronics,10,-0.05506946617861175,-0.047447224088629225,-0.007622242089982523,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220615a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220616&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
E20220615,2022-06-15,2022-06-16,hike,75,tightening,Financials,1,0.000006081985159944736,-0.010040470647061595,0.01004655263222154,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220615a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220616&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
E20220615,2022-06-15,2022-06-16,hike,75,tightening,Financials,3,-0.029223938693589524,-0.039481225682453824,0.0102572869888643,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220615a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220616&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
E20220615,2022-06-15,2022-06-16,hike,75,tightening,Financials,5,-0.009883225884928848,-0.04072065878088038,0.030837432895951533,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220615a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220616&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
E20220615,2022-06-15,2022-06-16,hike,75,tightening,Financials,10,-0.013708794550541303,-0.047447224088629225,0.03373842953808792,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220615a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220616&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
E20220615,2022-06-15,2022-06-16,hike,75,tightening,Shipping,1,-0.04803633878683122,-0.010040470647061595,-0.03799586813976963,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220615a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220616&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
E20220615,2022-06-15,2022-06-16,hike,75,tightening,Shipping,3,-0.1183824416127347,-0.039481225682453824,-0.07890121593028088,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220615a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220616&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
E20220615,2022-06-15,2022-06-16,hike,75,tightening,Shipping,5,-0.14692286047352976,-0.04072065878088038,-0.10620220169264938,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220615a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220616&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
