date,index_name,close,source
2022-06-28,Shipping,215.32,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220628&type=IND
2022-06-28,TAIEX,15439.92,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
2022-06-29,Construction,355.63,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220629&type=IND
2022-06-29,Electronics,694.42,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220629&type=IND
2022-06-29,Financials,1621.66,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220629&type=IND
2022-06-29,Shipping,198.54,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220629&type=IND
2022-06-29,TAIEX,15240.13,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
2022-07-27,Construction,345.67,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220727&type=IND
2022-07-27,Electronics,694.27,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220727&type=IND
2022-07-27,Financials,1523.05,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220727&type=IND
2022-07-27,Shipping,204.5,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220727&type=IND
2022-07-27,TAIEX,14921.59,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220701
2022-07-28,Construction,345.93,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220728&type=IND
2022-07-28,Electronics,692.33,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220728&type=IND
2022-07-28,Financials,1539.4,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220728&type=IND
2022-07-28,Shipping,200.76,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220728&type=IND
2022-07-28,TAIEX,14891.9,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220701
2022-07-29,Construction,347.23,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220729&type=IND
2022-07-29,Electronics,698.46,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220729&type=IND
2022-07-29,Financials,1536.94,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220729&type=IND
2022-07-29,Shipping,206.15,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220729&type=IND
2022-07-29,TAIEX,15000.07,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220701
2022-08-01,Construction,347.9,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220801&type=IND
2022-08-01,Electronics,695.09,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220801&type=IND
2022-08-01,Financials,1542.2,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220801&type=IND
2022-08-01,Shipping,206.94,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220801&type=IND
2022-08-01,TAIEX,14981.69,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220801
2022-08-02,Construction,344.94,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220802&type=IND
